,Song Artist,Song Title,Part,Chords,Lyrics,Genre
2572,Shawn Mendes,STRINGS,bridge,(Am - Em - D - G) Am Em D G Am Em D G Am Em D G C D, And baby when you fall down I fall too And if you get lost then Ill get lost with you And when the waves crash down Then baby I wont move Cause I need  ,rnb
2573,Shawn Mendes,STRINGS,chorus,(G - Am - Em - D G Am Em D G Am Em D G Am Em D G Am Em D Em D, Darling I want all the strings attached I love it when you look at me like that And youre the only girl that brings me back Cause baby I want all the strings attached Its like always and forever I wont let a moment pass And when Im with you I feel better I want all the strings all the strings attached I want all the strings all the strings attached  ,rnb
2574,Shawn Mendes,STRINGS,outro,Em C Am Em, All the strings attached girl All the strings attached girl oh yeah,rnb
2575,Shawn Mendes,AFTERTASTE,verse,Am Am C Am Am Am C Am C Am Am Am G, Re-rewind Friday night never forget it How you let me go No more lies ill be fine know where im headed Probably shouldve known Now youre gonna say pretty please forgive me fooled me once Told you twice gonna regret it Now youre all alone yeah  ,rnb
2576,Shawn Mendes,AFTERTASTE,chorus,Am G C Am G C Am G C Am G C, Turns out that no one can replace me Im permanent you cant erase me Ill have you remember me One more kiss is all it takes Ill leave you with the memory And the aftertaste  ,rnb
2577,Shawn Mendes,AFTERTASTE,verse,Am Am Am C Am Am C Am C Am Am G, Close your eyes you cant hide try to forget me But im everywhere Im the smell on your sheets you werent ready When you left me there Now youre gonna say pretty please forgive me yeah Bet it hurts it gets worse  you know nobody Said it would be fair oh  yeah  ,rnb
2578,Shawn Mendes,AFTERTASTE,chorus,Am G C Am G C Am G C Am G C, Turns out that no one can replace me Im permanent you cant erase me Ill have you remember me One more kiss is all it takes Ill leave you with the memory And the aftertaste  ,rnb
2579,Shawn Mendes,AFTERTASTE,bridge,Dm G Dm G Dm G G, And now theres something in your way Cause you threw it all to waste And you wonder if you could take back what you did that day And it hurts cause  ,rnb
2580,Shawn Mendes,AFTERTASTE,chorus,Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C, Turns out that no one can replace me Im permanent you cant erase me Ill have you remember me One more kiss is all it takes Ill leave you with the memory And the aftertaste  Truth is that no one can replace me Im permanent you cant erase me Ill have you remember me One more kiss is all it takes Ill leave you with the memory And the aftertaste Ill leave you with the memory And the aftertaste   Thank you hope you enjoy :D,rnb
2581,Michael Kiwanuka,COLD LITTLE HEART,intro,Gm F Cm F,,rnb
2582,Michael Kiwanuka,COLD LITTLE HEART,verse 1,Gm F Cm F Gm F Cm F,Did you ever want it? Did you want it bad? Ohhh my it tears me apart Did you ever fight it? All of the pain So much pride running through my veins ,rnb
2583,Michael Kiwanuka,COLD LITTLE HEART,pre-chorus,Gm F Cm F,Bleeding Im bleeding My cold little heart Oh I I cant stand myself ,rnb
2584,Michael Kiwanuka,COLD LITTLE HEART,chorus,D# Gm D# C Gm F Cm F,And I know in my heart in this cold heart I can live or I can die I believe if I just try You believe in you and I In you and I In you and I In you and I ,rnb
2585,Michael Kiwanuka,COLD LITTLE HEART,verse 2,Gm F Cm F Gm F Cm F,Did you ever notice Ive been ashamed All my life Ive been playing games We can try and hide it its all the same Ive been losing you one day at a time ,rnb
2586,Michael Kiwanuka,COLD LITTLE HEART,pre-chorus,Gm F Cm F,Bleeding Im bleeding My cold little heart Oh I I cant stand myself ,rnb
2587,Michael Kiwanuka,COLD LITTLE HEART,chorus,D# Gm D# C D# Gm D# C Gm F Cm F Gm F Cm F,And I know in my heart in this cold heart I can live or I can die I believe if I just try You believe in you and I In my heart in this cold heart I can live or I can die I believe if I just try You believe in you and I In you and I In you and I In you and I In you and I In you and I In you and I In you and I ,rnb
2588,Michael Kiwanuka,COLD LITTLE HEART,outro,A#m G# G F# A#m G# B F#,,rnb
2589,John Newman,LOVE ME AGAIN,verse,Gm Bb Dm C Gm Bb Dm C,Know Ive done wrong left your heart torn Is that what devils do? Took you so long where only fools gone I shook the angel in you ,rnb
2590,John Newman,LOVE ME AGAIN,pre-chorus,Gm Bb Dm C Gm Bb Dm C,Now Im rising from the crowd Rising up to you Feel with all the strength I found Theres nothing I cant do ,rnb
2591,John Newman,LOVE ME AGAIN,instrumental,,,rnb
2592,John Newman,LOVE ME AGAIN,chorus,Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C,I need to know now know now Can you love me again? I need to know now know now Can you love me again? I need to know now know now Can you love me again? I need to know now know now Can you love me again? Can you love me again? ,rnb
2593,John Newman,LOVE ME AGAIN,verse,Gm Bb Dm C Gm Bb Dm C,Its unforgivable I stole and burnt your soul Is that what demons do hey! They rule the worst in me. Destroy everything They blamed on angels like you hey! ,rnb
2594,John Newman,LOVE ME AGAIN,pre-chorus,Gm Bb Dm C Gm Bb Dm C,Now Im rising from the crowd Rising up to you Feel with all the strength I found Theres nothing I cant do ,rnb
2595,John Newman,LOVE ME AGAIN,instrumental,,,rnb
2596,John Newman,LOVE ME AGAIN,chorus,Gm Bb Dm C Gm Bb Dm C,I need to know now know now Can you love me again? I need to know now know now Can you love me again? ,rnb
2597,John Newman,LOVE ME AGAIN,instrumental,Gm Bb Dm C Gm Bb Dm C,Can you love me again? ,rnb
2598,John Newman,LOVE ME AGAIN,link,Gm Bb Dm C Gm Bb Dm C,,rnb
2599,John Newman,LOVE ME AGAIN,bridge,Gm Bb Dm C Gm Bb Dm C,I told you once again Do this again do this again oh! I told you once again Do this again do this again oh oh! ,rnb
2600,John Newman,LOVE ME AGAIN,instrumental,Gm Bb Dm C,,rnb
2601,John Newman,LOVE ME AGAIN,chorus,Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C Gm Bb Dm C,I need to know now know now Can you love me again? I need to know now know now Can you love me again? I need to know now know now Can you love me again? Can you love me again?,rnb
2602,Lianne La Havas,GREEN AND GOLD,picking pattern,Sometimes there's a Db7 or a Db7sus4 before going back to the Cmaj7 so keep the same picking pattern but use the Cmaj7 C6 C6 Cmaj7 C6 Cmaj7  D7sus4 D6,,rnb
2603,Lianne La Havas,GREEN AND GOLD,chords,Cmaj7 : x-3-2-4-x-x C6 : x-3-2-2-x-x D7sus4 : x-5-5-5-x-x D6 : x-5-4-4-x-x Am11 : 5-5-5-5-5-7 Gmaj9 : 3-x-4-4-3-5 From this point I won't write down every Cmaj7 to C6 changes to simplify the tab. Only,Db7* : x-4-3-4-x-x Db7sus4* : x-4-4-4-x-x   the first one of each 4-bar will be indicated.**  ,rnb
2604,Lianne La Havas,GREEN AND GOLD,intro,Cmaj7 C6 D7sus4 D6 Cmaj7 C6 D7sus4 D6 Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7,    ,rnb
2605,Lianne La Havas,GREEN AND GOLD,verse 1,Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6,"Six years old Staring at my nose in the mirror Trying to dip my toes in the mirror Thinking ""Whos that girl?"" And ""Does the mirror world go on forever?"" Carminia Road Sharpening the knives in the attic Trying to watch cartoons through the static Thinking where am I gonna be If Im ever twenty-three? Oh  ",rnb
2606,Lianne La Havas,GREEN AND GOLD,chorus,Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7,Im looking at a life unfold  Dreaming of the green and gold Just like the ancient stone  Every sunrise I know Those eyes you gave to me  That let me see Where I come from  ,rnb
2607,Lianne La Havas,GREEN AND GOLD,verse 2,Cmaj7 C6 D7sus4 D6 Cmaj7 C6 D7sus4 D6 Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6,Found an old friend Meeting my guitar in the city Feeling like a star in the city And suddenly it seems that Im where Im supposed to be oh And nooooow Im fully grown And Im seeing everything clearer Just sweep away the dust from the mirror Were walking hand in hand on the warm white sands  ,rnb
2608,Lianne La Havas,GREEN AND GOLD,chorus,Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7,Im looking at a life unfold  Dreaming of the green and gold Just like the ancient stone  Every sunrise I know Those eyes you gave to me  That let me see Where I come from  ,rnb
2609,Lianne La Havas,GREEN AND GOLD,bridge (picking pattern stops),Am11 Gmaj9 Am11 Gmaj9 Am11 Gmaj9 Cmaj7 C6 (Picking pattern starts) D7sus4 D6,Ancient stone Oh green and gold Ancient stone Oh green and gold Ancient stone Oh green and gold Ancient stone Oh green and gold  ,rnb
2610,Lianne La Havas,GREEN AND GOLD,chorus,Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7,Im looking at a life unfold  Dreaming of the green and gold Just like the ancient stone  Every sunrise I know Those eyes you gave to me  That let me see Where I come from Im looking at a life unfold  Dreaming of the green and gold Just like the ancient stone  Every sunrise I know Those eyes you gave to me  That let me see Where I come from  ,rnb
2611,Lianne La Havas,GREEN AND GOLD,outro,Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 D7sus4 D6 Db7sus4 Cmaj7 C6 N.C.,Ancient stone Green and gold Ancient stone (Those eyes you gave to me you gave) Green and gold (To me to me) Ancient stone Green and gold,rnb
2612,Kodaline,ALL I WANT,intro, C  C  C  C ,,rock
2613,Kodaline,ALL I WANT,verse 1,C F C C G Am F C F C C F C C G Am F C F C G, All I want is nothing more To hear you knocking at my door Cause if I could see your face once more I could die a happy man Im sure  When you said your last goodbye I died a little bit inside I lay in tears in bed all night Alone without you by my side  ,rock
2614,Kodaline,ALL I WANT,chorus,Am F C G Am F C G, But if you loved me Whyd ya leave me Take my body Take my body  All I want is And all I need is To find somebody Ill find somebody  ,rock
2615,Kodaline,ALL I WANT,interlude,C F C C G Am F C F C, Like youuu ohhhh oh ohhhhh ohhhhh oh youuuuuu Like youuuuuu  ,rock
2616,Kodaline,ALL I WANT,verse 2,C F C C G Am F C F C G, So you brought out the best of me A part of me Ive never seen. You took my soul and wiped it clean. Our love was made for movie screens.  ,rock
2617,Kodaline,ALL I WANT,chorus,Am F C G Am F C G, But if you loved me Whyd ya leave me Take my body Take my body  All I want is And all I need is To find somebody Ill find somebody  ,rock
2618,Kodaline,ALL I WANT,instrumental,Dm G Dm G G,,rock
2619,Kodaline,ALL I WANT,bridge,Am F C G Am F C G, Oooohhh Woooo ooohhh ooohhh Oooohhh Woooo ooohhh ooohhh Oooohhh Woooo ooohhh ooohhh ooohhh ooohhh Oooohhh Oooohhh Woooo ooohhh ooohhh Oooohhh Woooo ooohhh ooohhh Oooohhh Woooo ooohhh ooohhh ooohhh ooohhh Oooohhh  ,rock
2620,Kodaline,ALL I WANT,instrumental,Am F C G Am F C G,,rock
2621,Kodaline,ALL I WANT,chorus,Am F C G Am F C G C F C, But if you loved me Whyd ya leave me Take my body Take my body  All I want is And all I need is To find somebody Ill find somebody Like youuuuuuuohhhhhhh ohhhhhhhh,rock
2622,Imagine Dragons,RADIOACTIVE,intro,Am C G6 x3 G6sus2,,rock
2623,Imagine Dragons,RADIOACTIVE,verse 1,Am C G D Am C G N.C. Am C G D Am C G D,Im waking up to ash and dust I wipe my brow and I sweat my rust Im breathing in the chemicals (Gasp) Im breaking in shaping up then checking out on the prison bus This is it the apocalypse Whoa ,rock
2624,Imagine Dragons,RADIOACTIVE,chorus 1,Am C G D Am C G D Am C G D Am C G D,Im waking up I feel it in my bones Enough to make my systems blow Welcome to the new age to the new age Welcome to the new age to the new age Whoa whoa Im radioactive radioactive Whoa whoa Im radioactive radioactive ,rock
2625,Imagine Dragons,RADIOACTIVE,verse 2,Am C G D Am C G D Am C G D Am C G D,I raise my flags don my clothes Its a revolution I suppose Were painted red to fit right in Whoa Im breaking in shaping up then checking out on the prison bus This is it the apocalypse Whoa ,rock
2626,Imagine Dragons,RADIOACTIVE,chorus 2,Am C G D Am C G D Am C G D Am C G D,Im waking up I feel it in my bones Enough to make my systems blow Welcome to the new age to the new age Welcome to the new age to the new age Whoa whoa Im radioactive radioactive Whoa whoa Im radioactive radioactive ,rock
2627,Imagine Dragons,RADIOACTIVE,bridge,Am Cmaj7 G D Am Cmaj7 G D,All systems go sun hasnt died Deep in my bones straight from inside ,rock
2628,Imagine Dragons,RADIOACTIVE,chorus 3,Am C G D Am C G D Am C G D Am C G D,Im waking up I feel it in my bones Enough to make my systems blow Welcome to the new age to the new age Welcome to the new age to the new age Whoa whoa Im radioactive radioactive Whoa whoa Im radioactive radioactive,rock
2629,Cage the Elephant,CIGARETTE DAYDREAMS,intro,D Dmaj7 Em G A,,rock
2630,Cage the Elephant,CIGARETTE DAYDREAMS,verse 1,D Dmaj7 Em G A D Dmaj7 Em G A D Dmaj7 Bm G A D Dmaj7 Bm G A D,Did you stand there all alone Oh I cannot explain whats goin down I can see you standin next to me In and out somewhere else right now You sigh look away I can see it clear as day Close your eyes so afraid Hide behind that baby face ,rock
2631,Cage the Elephant,CIGARETTE DAYDREAMS,interlude,D Dmaj7 Bm Em,Doot do do doot-do do ,rock
2632,Cage the Elephant,CIGARETTE DAYDREAMS,chorus 1,Bm D G F#m Bm D G F#m,You can drive all night Looking for the answers in the pouring rain You wanna find peace of mind Lookin for the answer ,rock
2633,Cage the Elephant,CIGARETTE DAYDREAMS,interlude,D Dmaj7 Em G A,,rock
2634,Cage the Elephant,CIGARETTE DAYDREAMS,verse 2,D Dmaj7 Em G A D Dmaj7 Em G A D Dmaj7 Bm G A D Dmaj7 Bm G A D,Funny how it seems like yesterday As I recall you were lookin out of place Gathered up your things and slipped away No time at all I followed you into the hall Cigarette daydream You were only seventeen So sweet with a mean streak Nearly brought me to my knees ,rock
2635,Cage the Elephant,CIGARETTE DAYDREAMS,interlude,D Dmaj7 Bm Em,Doot do do doot-do do ,rock
2636,Cage the Elephant,CIGARETTE DAYDREAMS,chorus 2,Bm D G F#m Bm D G F#m Bm D G F#m Bm D G F#m,You can drive all night Lookin for the answers in the pouring rain You wanna find peace of mind Lookin for the answer If we could find a reason a reason to change Lookin for the answer If you can find a reason a reason to stay Standin in the pourin rain ,rock
2637,Cage the Elephant,CIGARETTE DAYDREAMS,instrumental,Em A Em D A Em A Em Bm G A A,Doot-do do-di-do-di-do Doot-do do-di-do-di-do Doot-do do-di-do-di-do Doot-do do-di-do-di-do ,rock
2638,Cage the Elephant,CIGARETTE DAYDREAMS,chorus 2 (quiet first time),Bm D G F#m Bm D G F#m Bm D G F#m Bm D G F#m,You can drive all night Lookin for the answers in the pourin rain You wanna find peace of mind Lookin for the answer If we can find a reason a reason to change Lookin for the answer If you can find a reason a reason to stay Standin in the pourin rain,rock
2639,Harry Styles,SIGN OF THE TIMES,intro,F Dm C,,rock
2640,Harry Styles,SIGN OF THE TIMES,verse 1,F Dm C F Dm C,Just stop your crying Its a sign of the times Welcome to the final show  Hope youre wearing your best clothes You cant bribe the door On your way to the sky You look pretty good down here  But you aint really good... ,rock
2641,Harry Styles,SIGN OF THE TIMES,pre-chorus,F Dm C C7 F Dm C C7,If we never learn weve been here before Why are we always stuck and running from the bullets The bullets...  We never learn weve been here before Why are we always stuck and running from the bullets The bullets... ,rock
2642,Harry Styles,SIGN OF THE TIMES,chorus,F Dm C C7 F Dm C C7,Just stop your crying Its a sign of the times We gotta get away from here We gotta get away from here Just stop your crying Itll be alright They told me that the end is near We gotta get away from here ,rock
2643,Harry Styles,SIGN OF THE TIMES,verse 2,F Dm C F Dm C,Just stop your crying Have the time of your life Breakin through the atmosphere  Things look pretty good from here  Remember everything will be alright We could meet again somewhere.  Somewhere far away from here. ,rock
2644,Harry Styles,SIGN OF THE TIMES,pre-chorus,F Dm C C7 F Dm C C7,We never learn weve been here before Why are we always stuck and running from the bullets The bullets...  We never learn weve been here before Why are we always stuck and running from the bullets The bullets... ,rock
2645,Harry Styles,SIGN OF THE TIMES,chorus,F Dm C F Dm C C7,Just stop your crying Its a sign of the times We gotta get away from here  We gotta get away from here Stop your crying baby Itll be alright They told me that the end is near We gotta get away from here ,rock
2646,Harry Styles,SIGN OF THE TIMES,pre-chorus,F Dm C C7 F Dm C C7,If we never learn weve been here before Why are we always stuck and running from the bullets The bullets...  We never learn weve been here before Why are we always stuck and running from the bullets The bullets... ,rock
2647,Harry Styles,SIGN OF THE TIMES,bridge,F Dm C Bb F Dm C Bb,We dont talk enough We should open up Before its all too much Will we ever learn Weve been here before Its just what we know ,rock
2648,Harry Styles,SIGN OF THE TIMES,ending,F Dm C Bb F Dm C F Dm C Bb F,Stop your crying baby Its a sign of the times We gotta get away We got to get away We got to get away We got to get away We got to get away  We got to! We got to! Away!  We got to! We got to! Away!  We got to! We got to! Awwwwaaaaaaay! ,rock
2649,Birdy,SKINNY LOVE,intro,Am F C Am F C,,rock
2650,Birdy,SKINNY LOVE,verse 1,Am F C Am F C Am F C Dm Am Am F C Am F C Am F C Dm Am,Come on skinny love just last the year Pour a little salt we were never here My my my - my my my - my my my my - my my ... Staring at the sink of blood and crushed veneer I tell my love to wreck it all Cut out all the ropes and let me fall My my my - my my my - my my my my my Right in the moment this orders tall ,rock
2651,Birdy,SKINNY LOVE,chorus,C Em Am C Em Am C Em Am C Em Am,I told you to be patient I told you to be fine I told you to be balanced I told you to be kind In the morning Ill be with you But it will be a different kind Ill be holding all the tickets And youll be owning all the fines ,rock
2652,Birdy,SKINNY LOVE,verse 2,Am F C Am F C Am F C Dm Am,Come on skinny love what happened here Suckle on the hope in lite brassiere My my my - my my my - my my my - my my ... Sullen load is full so slow on the split ,rock
2653,Birdy,SKINNY LOVE,chorus,C Em Am C Em Am C Em Am C Em Am,I told you to be patient I told you to be fine I told you to be balanced I told you to be kind Now all your love is wasted then who the hell was I? Cause now Im breaking at the britches And at the end of all your lines ,rock
2654,Birdy,SKINNY LOVE,bridge,C Em Am C Em Am Am F C Am F C Am F C,Who will love you? Who will fight? And who will fall far behind? Come on skinny love ........ My my my - my my my - my my my - my my ... My my my - my my my - my my my - my my ... ,rock
2655,Birdy,SKINNY LOVE,outro,Am F C Am F C,,rock
2656,A Great Big World and Christina Aguilera,SAY SOMETHING,intro,Am F C Gsus4,,rock
2657,A Great Big World and Christina Aguilera,SAY SOMETHING,chorus,Am F C Gsus4 Am F C Gsus4 Am F C Gsus4 Am F C Gsus4, Say something Im giving up on you. Ill be the one if you want me to. Anywhere I wouldve followed you. Say something Im giving up on you.  ,rock
2658,A Great Big World and Christina Aguilera,SAY SOMETHING,verse,C Em F C Gsus4 C Em F C Gsus4, And I am feeling so small. It was over my head I know nothing at all.  And I will stumble and fall. Im still learning to love Just starting to crawl.  ,rock
2659,A Great Big World and Christina Aguilera,SAY SOMETHING,chorus,Am F C Gsus4 Am F C Gsus4 Am F C Gsus4 Am F C Gsus4, Say something Im giving up on you. Im sorry that I couldnt get to you. Anywhere I wouldve followed you. Say something Im giving up on you.  ,rock
2660,A Great Big World and Christina Aguilera,SAY SOMETHING,verse,C Em F C Gsus4, And I will swallow my pride. Youre the one that I love And Im saying goodbye.  ,rock
2661,A Great Big World and Christina Aguilera,SAY SOMETHING,chorus,Am F C Gsus4 Am F C Gsus4 Am F C Gsus4 Am F C Gsus4, Say something Im giving up on you. And Im sorry that I couldnt get to you. And anywhere I wouldve followed you-ou ohhhh-ohhhh Say something Im giving up on you. ,rock
2662,A Great Big World and Christina Aguilera,SAY SOMETHING,outro,Am F C Gsus4 Am F C,Say something Im giving up on you. Say something,rock
2663,OneRepublic,COUNTING STARS,intro,Am C G F Am C G F F,Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be counting stars yeah well be counting stars ,rock
2664,OneRepublic,COUNTING STARS,interlude,Am C G F x2,,rock
2665,OneRepublic,COUNTING STARS,verse 1,Am C G F Am C G F,I see this life like a swinging vine Swing my heart across the line In my face is flashing signs Seek it out and ye shall find Old but Im not that old Young but Im not that bold I dont think the world is sold Im just doing what were told ,rock
2666,OneRepublic,COUNTING STARS,pre-chorus,Am C G F Am C G F F F,I feel something so right Doing the wrong thing I feel something so wrong Doing the right thing I couldnt lie couldnt lie couldnt lie Everything that kills me makes me feel alive ,rock
2667,OneRepublic,COUNTING STARS,chorus,Am C G F Am C G F Am C G F Am C G F,Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be counting stars Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be well be counting stars ,rock
2668,OneRepublic,COUNTING STARS,interlude,Am C G F,,rock
2669,OneRepublic,COUNTING STARS,verse 2,Am C G F Am C G F,I feel the love and I feel it burn Down this river every turn Hope is a four-letter word Make that money watch it burn Old but Im not that old Young but Im not that bold I dont think the world is sold Im just doing what were told ,rock
2670,OneRepublic,COUNTING STARS,pre-chorus,Am C G F F F,I feel something so wrong Doing the right thing I couldnt lie couldnt lie couldnt lie Everything that drowns me makes me wanna fly ,rock
2671,OneRepublic,COUNTING STARS,chorus,Am C G F Am C G F Am C G F Am C G F,Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be counting stars Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be well be counting stars ,rock
2672,OneRepublic,COUNTING STARS,bridge,N.C. N.C. N.C. N.C. N.C. N.C. N.C. N.C. F Dm,Oh take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned Everything that kills me makes feel alive ,rock
2673,OneRepublic,COUNTING STARS,chorus,Am C G F Am C G F Am C G F Am C G F,Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be counting stars Lately Ive been Ive been losing sleep Dreaming about the things that we could be But baby Ive been Ive been praying hard Said no more counting dollars Well be well be counting stars ,rock
2674,OneRepublic,COUNTING STARS,outro,Am C G F Am C G F,Take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned Take that money watch it burn Sink in the river the lessons I learned,rock
2675,Imagine Dragons,DEMONS,verse 1,D A Bm G D A Bm G,When the days are cold And the cards all fold And the saints we see Are all made of gold When your dreams all fail And the ones we hail Are the worst of all And the bloods run stale ,rock
2676,Imagine Dragons,DEMONS,pre-chorus,D A Bm Bm G D A Bm Bm G,I want to hide the truth I want to shelter you But with the beast inside Theres nowhere we can hide No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come ,rock
2677,Imagine Dragons,DEMONS,chorus,D A Bm G D A Bm G,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide ,rock
2678,Imagine Dragons,DEMONS,verse 2,D A Bm G D A Bm G,When the curtains call Is the last of all When the lights fade out All the sinners crawl So they dug your grave And the masquerade Will come calling out At the mess you made ,rock
2679,Imagine Dragons,DEMONS,pre-chorus,D A Bm G D A Bm G,Dont wanna let you down But I am hellbound Though this is all for you Dont wanna hide the truth No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come ,rock
2680,Imagine Dragons,DEMONS,chorus,D A Bm G D A Bm G,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide ,rock
2681,Imagine Dragons,DEMONS,verse 3,D A Bm G D A Bm N.C.,They say its what you make I say its up to fate Its woven in my soul I need to let you go Your eyes they shine so bright I want to save their light I cant escape this now  Unless you show me how ,rock
2682,Imagine Dragons,DEMONS,chorus,D A Bm G D A Bm G D,When you feel my heat Look into my eyes Its where my demons hide Its where my demons hide Dont get too close Its dark inside Its where my demons hide Its where my demons hide,rock
2683,Imagine Dragons,BELIEVER,verse 1,Am F E Am F E Am F E Am F E,First things first Ima say all the words inside my head Im fired up and tired of the way that things have been oh-ooh The way that things have been oh-ooh-ooh Second thing second dont you tell me what you think that I can be Im the one at the sail Im the master of my sea oh-ooh The master of my sea oh-ooh-ooh  ,rock
2684,Imagine Dragons,BELIEVER,pre-chorus,Am F E Am F E N.C.,I was broken from a young age taking my sulking to the masses Write down my poems for the few that looked at me took to me shook to me feeling me Singing from heartache from the pain take up my message from the veins Speaking my lesson from the brain seeing the beauty through the...  ,rock
2685,Imagine Dragons,BELIEVER,chorus,Am F E Am F E Am F E N.C. Am F E,Pain! You made me a you made me a believer believer Pain! You break me down you build me up believer believer Pain! Oh let the bullets fly oh let them rain My life my love my drive they came from... Pain! You made me a you made me a believer believer  ,rock
2686,Imagine Dragons,BELIEVER,verse 2,Am F E Am F E,Third things third send a prayer to the ones up above All the hate that youve heard has turned your spirit to a dove oh-ooh Your spirit up above oh-ooh-ooh  ,rock
2687,Imagine Dragons,BELIEVER,pre-chorus 2,Am F E Am F E N.C.,I was choking in the crowd building my rain up in the cloud Falling like ashes to the ground hoping my feelings they would drown But they never did ever lived ebbing and flowing inhibited limited Till it broke open and rained down it rained down like...  ,rock
2688,Imagine Dragons,BELIEVER,chorus,Am F E Am F E Am F E N.C. Am F E,Pain! You made me a you made me a believer believer Pain! You break me down you build me up believer believer Pain! Oh let the bullets fly oh let them rain My life my love my drive they came from... Pain! You made me a you made me a believer believer  ,rock
2689,Imagine Dragons,BELIEVER,bridge,Am F E Am F E F G E N.C.,Last things last by the grace of the fire and the flames Youre the face of the future the blood in my veins oh-ooh The blood in my veins oh-ooh-ooh But they never did ever lived ebbing and flowing inhibited limited Till it broke open and rained down it rained down like...  ,rock
2690,Imagine Dragons,BELIEVER,chorus,Am F E7 Am F E7 Am F E7 N.C. Am F E7,Pain! You made me a you made me a believer believer Pain! You break me down you build me up believer believer Pain! Oh let the bullets fly oh let them rain My life my love my drive they came from... Pain! You made me a you made me a believer believer,rock
2691,Ed Sheeran,CASTLE ON THE HILL,intro,D,,rock
2692,Ed Sheeran,CASTLE ON THE HILL,verse 1,D D G Bm A D D G Bm A D D G Bm A D D G Bm A,When I was six years old I broke my leg And I was running from my brother and his friends And tasted the sweet perfume of the mountain grass as I rolled down I was younger then take me back to when I  ,rock
2693,Ed Sheeran,CASTLE ON THE HILL,pre-chorus 1,G A D G G A D G G A,Found my heart and broke it here Made friends and lost them through the years And Ive not seen the roaring fields in so long I know Ive grown But I cant wait to go home  ,rock
2694,Ed Sheeran,CASTLE ON THE HILL,chorus 1,D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D,Im on my way driving at ninety Down those country lanes singing to Tiny Dancer And I miss the way you make me feel and its real When we watched the sunset over the castle on the hill  ,rock
2695,Ed Sheeran,CASTLE ON THE HILL,verse 2,D D G Bm A D D G Bm A D D G Bm A D D G Bm A,Fifteen years old and smoking hand-rolled cigarettes Running from the law through the backfields and getting drunk with my friends Had my first kiss on a Friday night I dont reckon I did it Right I was younger then take me back to when we found  ,rock
2696,Ed Sheeran,CASTLE ON THE HILL,pre-chorus 2,G A D G G A D G G A,Weekend jobs and when we got paid Wed buy cheap spirits and drink them straight Me and my friends have not thrown up in so long oh how weve grown But I cant wait to go home  ,rock
2697,Ed Sheeran,CASTLE ON THE HILL,chorus 2,D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4 D D G Bm A7sus4,Im on my way driving at ninety Down those country lanes singing to Tiny Dancer And I miss the way you make me feel and its real We watched the sunset over the castle on the hill Over the castle on the hill Over the castle on the hill  ,rock
